post_id,inferred_category,confidence,matched_keywords
5347a9e3884e00b6,food,0.25,맛집
673369ab7684bff8,food,0.25,맛집
61e508799d363003,food,0.63,맛집|내돈내산|추천
2f2722ee85e6327b,food,0.38,맛집|방문
82b2f6e35a2686a9,food,0.25,맛집
27f0fb6338be760f,food,0.50,맛집|점심
384f3325870fb8a3,food,0.25,맛집
a2a943e317e4d422,food,0.25,맛집
6096f9bfcff9fee1,food,0.38,맛집|후기
2b7c38aba5af7e83,food,0.25,맛집
15b5b686464b512c,food,0.25,맛집
8879bfe2eb242dce,food,0.50,맛집|고기
dcc258ecf70b4431,food,0.25,맛집
2b58ea6e862b2632,food,0.50,맛집|점심
e830682106e1c995,food,0.63,맛집|내돈내산|방문
ffe1831104c55410,food,0.63,맛집|저녁|추천
1b1e0b14616d4685,food,0.50,맛집|술집
282f33268feb666c,food,1.00,맛집|식당|점심|내돈내산|후기
0d32402b55158e88,food,0.25,맛집
efc496603c0a596d,food,0.63,맛집|내돈내산|추천
ea7c348a79a44601,food,0.63,맛집|카페|데이트
3a4b06b55ee54706,food,0.38,맛집|후기
3f20e04b155d084f,food,0.50,맛집|카페
3f20e04b155d084f,domestic_travel,0.25,시장
3867c26e951ae6e9,food,0.25,맛집
6201410fe6af6932,food,0.38,맛집|추천
e28c88aa8c31c5a2,food,0.63,맛집|술집|추천
6f99797ce747aefd,food,0.38,맛집|추천
f74b1933543d7d6c,food,0.50,맛집|식당
23e81d993f59360c,food,0.50,맛집|점심
54868ef79080d56e,food,0.63,맛집|저녁|방문
54868ef79080d56e,domestic_travel,0.38,시장|방문
e0f27d1a3577cada,food,0.75,맛집|고기|방문|추천
e0f27d1a3577cada,domestic_travel,0.25,방문|추천
4ddc24e38eab5b4e,food,0.25,맛집
f69fb2127dea3e59,food,0.38,맛집|후기
eb64674484becad2,food,0.50,맛집|저녁
60056641edec109d,food,0.63,맛집|브런치|방문
67cc9801fd1e8dde,food,0.63,맛집|내돈내산|후기
cb069f29bd352940,food,0.50,맛집|디저트
bd42815eee9b1ae6,food,0.25,맛집
61d88df04d557510,food,0.25,맛집
c0ab5fbb2d948ab0,food,0.25,맛집
29db0fac02304629,food,0.25,맛집
2623c9cdef375466,food,0.50,맛집|식당
2623c9cdef375466,domestic_travel,0.25,시장
77edb37baac53bdc,food,0.50,맛집|방문|후기
77edb37baac53bdc,domestic_travel,0.25,방문|후기
1f34460863182c68,food,0.38,맛집|방문
ff8bae011a5dc251,food,0.75,맛집|점심|라멘
ff8bae011a5dc251,domestic_travel,0.25,시장
ca903146ae9e33e4,food,0.50,맛집|카페
fcc3e7db14d78209,food,0.63,맛집|고기|추천
1b2ff813fe59edce,food,0.25,맛집
d1e5c5d636915484,food,0.38,맛집|방문
ab9c0fc887765634,food,0.63,맛집|내돈내산|방문
474a42d0c029d4f3,food,0.38,맛집|방문
d9ee2280114aecf8,food,0.38,맛집|후기
fcaa5ea921bd80ae,food,0.50,맛집|메뉴
f62cb201c1861e8f,food,0.25,맛집
c297c47359e6d7bd,food,0.38,맛집|방문
872530accdca91c5,food,0.63,맛집|점심|후기
f75b5ffbd8918a27,food,0.75,맛집|메뉴|추천|후기
f75b5ffbd8918a27,domestic_travel,0.25,추천|후기
75a4b0e1ee5ed8a9,food,0.50,맛집|웨이팅
dd147a36efcbea46,food,0.25,맛집
dd147a36efcbea46,domestic_travel,0.50,바다|해변
f4c8b9eb384e6bb7,food,0.25,맛집
a1f85fc02acf33de,food,0.50,맛집|방문|데이트
a1f85fc02acf33de,domestic_travel,0.25,방문|데이트
186d2e1077296138,food,0.63,맛집|디저트|추천
186d2e1077296138,domestic_travel,0.63,당일치기|시장|추천
a7cc90f23d1555cb,food,0.38,맛집|추천
a7cc90f23d1555cb,domestic_travel,0.38,명소|추천
6e7f44ab8d316de9,food,1.00,맛집|식당|고기|밥집
fb1921896c61ebc6,food,0.75,맛집|메뉴|카페
03ae2ff120ae6c0b,food,0.38,맛집|데이트
b23bfec38afb37cd,food,1.00,맛집|식당|파스타|다이닝
7d16ca3fe8852781,food,0.50,맛집|고기
a0eeea4b7b3e60dd,food,0.38,맛집|추천
b9f6100448e2efb3,food,1.00,맛집|메뉴|고기|내돈내산|후기
598a0bfac4c30369,food,1.00,맛집|라멘|카페|디저트|방문
eb2d68e48ef37ada,food,0.75,맛집|식당|점심
cf80a3897213d5c9,food,0.50,맛집|방문|후기
cf80a3897213d5c9,domestic_travel,0.25,방문|후기
7950bff5109f4095,food,0.63,맛집|카페|추천
8cb62e1edb2f24b8,food,0.25,맛집
07ce14b181ed8d44,food,0.75,맛집|점심|내돈내산
3ba7c48de276e23d,food,1.00,맛집|메뉴|점심|저녁|고기|추천
26cd6b12ba6d7ab0,food,1.00,맛집|식당|술집|방문|후기
26cd6b12ba6d7ab0,domestic_travel,0.25,방문|후기
50c739eb15b6c419,food,0.75,맛집|식당|파스타
0490751ed17b5c91,food,0.50,맛집|방문|후기
0490751ed17b5c91,domestic_travel,0.25,방문|후기
76c749c666f99ed2,food,0.50,맛집|다이닝
74080528197a2d99,food,0.63,맛집|메뉴|추천
9dc84bad426cfcdc,food,0.50,맛집|고기
6dbce6cb3a7756c8,food,0.38,맛집|방문
6dbce6cb3a7756c8,domestic_travel,0.38,바다|방문
eda154f9421a1db5,food,0.38,맛집|후기
eda154f9421a1db5,domestic_travel,0.38,시장|후기
3133bd5f61bb6e7b,food,0.25,맛집
ce21a05124a9355d,food,0.50,맛집|추천|데이트
ce21a05124a9355d,domestic_travel,0.25,추천|데이트
6a03dfb813944795,food,0.25,맛집
aca6b692c2852853,food,0.50,맛집|디저트
572dec7e99ee6505,food,0.75,맛집|메뉴|카페
81e4c1f9559e6c3f,food,0.88,맛집|식당|점심|방문
07a8acf2cb30cdcd,food,0.38,맛집|데이트
0e228a7b57f287c6,food,0.75,맛집|메뉴|점심
8f63a7aba0451696,food,0.25,맛집
3c362dfd659e3036,food,0.63,맛집|밥집|추천
7473a0790c63b850,food,0.38,맛집|추천
ffc7242ab7c2b79a,food,0.38,맛집|방문
9e8bef3820a4bede,food,0.63,맛집|메뉴|후기
06735a733e32923b,food,0.25,맛집
5e22cf8a91b4f8db,food,0.25,맛집
a0d971280b8e1193,food,0.25,맛집
a0d971280b8e1193,domestic_travel,0.25,바다
36a53f2d3d3c67a2,food,0.38,맛집|추천
7c1b1a9615fe1105,food,0.50,맛집|카페
c3b2058fc7d25085,food,0.75,맛집|내돈내산|추천|후기
c3b2058fc7d25085,domestic_travel,0.25,추천|후기
d973e694ec1fbc3d,food,0.38,맛집|후기
d973e694ec1fbc3d,domestic_travel,0.38,시장|후기
68da0a2aecaa20af,food,0.38,맛집|방문
898caaa16e18fc2d,food,0.25,맛집
1dbfc919e987c075,food,0.38,맛집|후기
96bf5ed0cf44ee7d,food,0.25,맛집
4de90bc99f918082,food,0.88,맛집|식당|고기|방문
07e77aebe2b51526,food,0.50,맛집|카페
7107891b9514a715,food,1.00,맛집|카페|내돈내산|추천|후기
7107891b9514a715,domestic_travel,0.25,추천|후기
e7f722b6e4763c3b,food,0.25,맛집
a57643ca0f5aa268,food,0.63,맛집|고기|후기
f641a2e16512aae2,food,0.25,맛집
b23e35df7fcdfc28,food,0.50,맛집|추천|데이트
b23e35df7fcdfc28,domestic_travel,0.25,추천|데이트
df8d4c9c8543feeb,food,0.25,맛집
df8d4c9c8543feeb,domestic_travel,0.25,축제
9cea6b89a9b9357b,food,0.25,맛집
010c785ffc6516c1,food,0.38,맛집|추천
dea873c1206f72c3,food,0.75,맛집|점심|방문|후기
dea873c1206f72c3,domestic_travel,0.25,방문|후기
b0b47fbec4d28091,food,0.50,맛집|메뉴
cab3d515baf6273b,food,0.50,맛집|카페
c21e7ceb0f07a6e5,food,0.50,맛집|추천|후기
c21e7ceb0f07a6e5,domestic_travel,0.25,추천|후기
5c29a73cdaf7df00,food,0.50,맛집|메뉴
5c29a73cdaf7df00,domestic_travel,0.25,당일치기
3838cd49f2b8909e,food,0.63,맛집|고기|후기
a429915a0f89850a,food,0.75,맛집|술집|후기|데이트
a429915a0f89850a,domestic_travel,0.25,후기|데이트
45ab37db7d65c07e,food,0.75,맛집|식당|방문|후기
45ab37db7d65c07e,domestic_travel,0.25,방문|후기
0a912d16ea1b06b1,food,0.50,맛집|식당
5826b743a1922b79,food,0.25,맛집
abb061000872f294,food,0.38,맛집|추천
276d0d2966ff4f24,food,1.00,맛집|카페|내돈내산|추천|데이트
276d0d2966ff4f24,domestic_travel,0.25,추천|데이트
476eb9e267ff461f,food,0.38,맛집|방문
476eb9e267ff461f,domestic_travel,0.38,바다|방문
87613890ee57fc4d,food,0.38,맛집|후기
87613890ee57fc4d,domestic_travel,0.38,당일치기|후기
90faee73617fd2c4,food,0.25,맛집
b9f20706867063f0,food,0.25,맛집
b9f20706867063f0,domestic_travel,0.25,축제
3352d1a3e633ad3c,food,0.75,맛집|술집|방문|후기
3352d1a3e633ad3c,domestic_travel,0.25,방문|후기
562c9d0648af70ae,food,0.38,맛집|추천
37adc85f8aff0069,food,0.25,맛집
58866895e0cf968c,food,0.88,맛집|식당|카페|추천
58866895e0cf968c,domestic_travel,0.38,숙소|추천
ee045b99cee45870,food,0.38,맛집|추천
198569acf86c1637,food,0.50,맛집|방문|후기
198569acf86c1637,domestic_travel,0.25,방문|후기
91ffad2c02e5169b,food,0.50,맛집|고기
e9c118b71ed1144c,food,0.38,맛집|추천
48cef51a5eb23621,food,0.63,맛집|저녁|데이트
48cef51a5eb23621,domestic_travel,0.38,시장|데이트
cf458a64671f6ada,food,0.38,맛집|후기
0ff6069b1c35f829,food,0.25,맛집
7d72c208279446f9,food,0.88,맛집|카페|디저트|방문
5383d4ea1bf02c90,food,0.75,맛집|메뉴|점심
e256ebe2c0a35e1e,food,0.50,맛집|술집
46cf5ad2ef67b711,food,0.25,맛집
d5d823102b3e8fd9,food,0.25,맛집
9123789e7571b18d,food,0.75,맛집|메뉴|카페
9f63dc4e110f3b63,food,0.88,맛집|저녁|내돈내산|방문
d116d18072862b1c,food,0.50,맛집|방문|후기
d116d18072862b1c,domestic_travel,0.25,방문|후기
b288266ed75b27ff,food,0.25,맛집
118f3aa86dcb43cb,food,0.38,카페|후기
a21cbc535355a2da,food,0.25,맛집
252019d606163cfb,food,0.38,맛집|방문
c404730e624feef4,food,0.50,맛집|고기
ad9245fd5d810e2c,food,0.25,맛집
ad9245fd5d810e2c,domestic_travel,0.25,시장
c1c71bfc812bfd1a,food,0.25,맛집
2f61d445024125eb,food,0.50,맛집|식당
01a6b52d0e41b3c2,food,0.25,맛집
1fa1cc38e7f7c6ab,food,0.25,맛집
2ae543408f0ba976,food,0.25,맛집
624b8d2ab5b0ad95,food,0.25,맛집
940c5fab98e68e42,food,0.38,맛집|추천
3670515eb62f3725,food,0.50,맛집|고기
0c3f25acdffbd68c,food,0.25,맛집
53cb25a3244834d6,food,1.00,맛집|고기|파스타|추천|후기
53cb25a3244834d6,domestic_travel,0.25,추천|후기
05ba17ed75c1b540,food,0.75,맛집|카페|방문|추천
05ba17ed75c1b540,domestic_travel,0.50,시장|방문|추천
8794db8f2ce39921,food,0.63,맛집|파스타|추천
a3d6abdf95ba0c5b,food,0.50,맛집|방문|후기
a3d6abdf95ba0c5b,domestic_travel,0.25,방문|후기
507648686db88ead,food,0.38,맛집|후기
223833e9c1835f47,food,0.38,맛집|방문
4b0600510a6949f1,food,0.88,맛집|식당|고기|방문
970691f44f8230c4,food,0.38,맛집|추천
841c6bedd6ba5a94,food,0.25,맛집
232fb53a327730dd,food,0.50,맛집|점심
3b751eed5adf4a4d,food,0.50,맛집|고기
d246250bd6f08aaf,food,0.63,맛집|카페|방문
955363c404110749,food,0.25,맛집
b163b4a293576c62,food,0.63,맛집|내돈내산|추천
b1ba493a9d5244ce,food,0.63,맛집|카페|데이트
d88032d5ad6742cc,food,0.38,맛집|추천
2bcc553deceaa48c,food,0.25,맛집
2bcc553deceaa48c,domestic_travel,0.25,바다
6afa01216aa2229e,food,0.25,맛집
3a71c6818703fa77,food,0.63,맛집|저녁|방문
03a16290ff55095d,food,0.88,맛집|저녁|고기|추천
3d2f70b2cf390b5f,food,0.25,맛집
a7c9de44be5bd404,food,0.63,맛집|카페|추천
e766f44c2985cef9,food,0.25,맛집
d420878499133229,food,0.25,맛집
efa69409a5a181c9,food,0.25,맛집
dceec19db7b5d422,food,0.38,맛집|데이트
dceec19db7b5d422,domestic_travel,0.38,가볼만한곳|데이트
3c8801f9f77ce368,food,0.75,맛집|식당|추천|후기
3c8801f9f77ce368,domestic_travel,0.25,추천|후기
ab4390ee7a97f938,food,0.25,맛집
cf8dab160ad71149,food,1.00,맛집|메뉴|점심|추천|후기
cf8dab160ad71149,domestic_travel,0.25,추천|후기
b16c0754e4873bec,food,0.63,맛집|파스타|방문
ebc75451984b448a,food,0.25,맛집
f85656aaf42be5a6,food,0.50,맛집|식당
a28de215a95c1c69,food,0.25,맛집
5e1edc8c8a57767c,food,0.50,맛집|식당
826c3f32ccd8fe05,food,0.88,맛집|카페|브런치|데이트
774bc6c48ac030ff,food,0.38,맛집|후기
891dc6fcc783a053,food,0.25,맛집
891dc6fcc783a053,domestic_travel,0.25,명소
3b2fb2069610f542,food,0.38,맛집|추천
e61c01981cadb543,food,0.38,맛집|방문
119efeeb57f70b85,food,0.25,맛집
da9fcba5370ec706,food,0.63,맛집|메뉴|후기
87aec9ba5d61242e,food,0.88,맛집|점심|방문|추천|데이트
87aec9ba5d61242e,domestic_travel,0.38,방문|추천|데이트
ccfdffc40d32ce0a,food,0.38,맛집|데이트
2f210c473cf4fe04,food,0.25,맛집
806e6f6dc6f91739,food,0.25,맛집
806e6f6dc6f91739,domestic_travel,0.25,축제
71cda600053bf35f,food,0.25,맛집
19d1788888b38b10,food,0.63,맛집|술집|후기
0684034c60a6378e,food,0.50,맛집|저녁
98e685fc3474a4c4,food,0.50,맛집|저녁
290198fe0a737d87,food,0.88,맛집|메뉴|디저트|방문
a8a86c62ce07ca38,food,0.25,맛집
34be5c520df18cc4,food,0.63,맛집|저녁|추천
c82738da626a3bdd,food,0.25,맛집
b6de5623081073b2,food,0.38,맛집|추천
3ee0c7980b72664d,food,0.50,맛집|카페
3ee0c7980b72664d,domestic_travel,0.50,가볼만한곳|바다
acde05143093b77f,food,0.63,맛집|방문|추천|데이트
acde05143093b77f,domestic_travel,0.38,방문|추천|데이트
62cb3eb3f28572e8,food,0.50,맛집|술집
59dfe3b65cfa986b,food,0.25,맛집
59dfe3b65cfa986b,domestic_travel,0.25,가볼만한곳
05e6e1a7892db0fb,food,0.25,맛집
7c1f3500fdfbcb9c,food,0.38,맛집|후기
5600687ea4e408ec,food,0.25,맛집
257b47062464be16,food,0.25,맛집
448f2c9c029c1efe,food,0.38,맛집|추천
8f3699a2e4a8ae02,food,0.50,맛집|내돈내산
625528e416d0b415,food,0.50,맛집|추천|후기
625528e416d0b415,domestic_travel,0.25,추천|후기
238be150eb9652ab,food,0.50,맛집|추천|후기
238be150eb9652ab,domestic_travel,0.25,추천|후기
3a9f764e388e5f8f,food,0.25,맛집
0492a5290520fb16,food,0.25,맛집
bb0bce64e2cdc292,food,0.75,맛집|카페|방문|후기
bb0bce64e2cdc292,domestic_travel,0.50,바다|방문|후기
d557d41dbc7535e1,food,0.25,맛집
d76b88c8c5e77c96,food,0.50,맛집|점심
719b8dbe7838a70e,food,0.25,맛집
ceab364193901c49,food,0.50,맛집|카페
8d0c11d905d4008f,food,0.50,맛집|파스타
5afe12325f67f30d,food,0.38,맛집|후기
34fe431a19db98e5,food,0.75,맛집|메뉴|카페
41c85c83557d66e6,food,0.75,맛집|고기|추천|후기
41c85c83557d66e6,domestic_travel,0.25,추천|후기
a18e12b0e89dbd84,food,0.63,식당|파스타|방문
d90c06479f14b41a,food,1.00,맛집|메뉴|점심|저녁|밥집
53d99fd62f91eb5a,food,0.50,맛집|저녁
e1f66847d81fd516,food,0.63,맛집|카페|방문
e1f66847d81fd516,domestic_travel,0.38,서울근교|방문
87a16750e637a417,food,0.25,맛집
87a16750e637a417,domestic_travel,0.25,시장
5e2a6c501d6acc46,food,0.63,맛집|저녁|방문
89b17903dc4ebf7d,food,0.50,맛집|점심
5a9c633f2f6a8258,food,0.50,맛집|카페
5a9c633f2f6a8258,domestic_travel,0.25,가볼만한곳
67eee2580e392ebb,food,0.88,맛집|웨이팅|방문|추천|후기
67eee2580e392ebb,domestic_travel,0.38,방문|추천|후기
725cbf9e275b17f1,food,0.75,맛집|웨이팅|추천|핫플
725cbf9e275b17f1,domestic_travel,0.25,추천|핫플
fcdddee2f9ade00e,food,0.75,맛집|카페|추천|후기
fcdddee2f9ade00e,domestic_travel,0.25,추천|후기
e1eaa5cbf43ae005,food,0.38,맛집|추천
9664b80e44b56881,food,0.75,맛집|브런치|추천|데이트
9664b80e44b56881,domestic_travel,0.25,추천|데이트
c48e631316068b22,food,0.50,맛집|저녁
154aeb03afaaf2c1,food,0.50,맛집|방문|후기
154aeb03afaaf2c1,domestic_travel,0.25,방문|후기
a2ec3b12339e397c,food,0.75,맛집|메뉴|고기
296860475e3a2c1f,food,0.25,맛집
296860475e3a2c1f,domestic_travel,0.25,당일치기
ebdbca3e83950605,food,0.25,맛집
7fe8b78a57549a41,food,0.38,맛집|추천
d6df38e56f945907,food,0.50,맛집|점심
391bf81a620b6b75,food,0.63,맛집|디저트|후기
6a76d352b07df943,food,0.50,맛집|카페
9fede9bd632c9439,food,0.63,맛집|카페|데이트
9fede9bd632c9439,domestic_travel,0.38,가볼만한곳|데이트
7675c525b1281702,food,0.25,맛집
40c309f38e45648d,food,0.50,맛집|내돈내산
dc922bf0bc2c2b3b,food,0.50,맛집|내돈내산
bf89343b9361d668,food,0.75,맛집|카페|디저트
0c89accd85e0f102,food,0.25,맛집
5de4213a3c8ce667,food,0.25,맛집
7add7d22f48be0f4,food,0.25,맛집
f74ae92db7917e1d,food,1.00,맛집|메뉴|점심|웨이팅|방문
b9982562dd534bb1,food,0.50,맛집|방문|후기
b9982562dd534bb1,domestic_travel,0.25,방문|후기
d027676f198c88e6,food,0.75,맛집|메뉴|점심
f403c5353dd57edd,food,0.63,맛집|내돈내산|후기
aef84eeb8e2fd0a2,food,0.25,맛집
5bf5121747c2bf56,food,0.25,맛집
7e8dec79486969de,food,0.25,맛집
7e8dec79486969de,domestic_travel,0.50,바다|해변
7f334cde03ed6787,food,0.25,맛집
f03e9edec6b5dc78,food,0.50,맛집|고기
f03e9edec6b5dc78,domestic_travel,0.25,가볼만한곳
ec70036f7ccf3bc8,food,0.38,맛집|추천
2d05c8bd5680b31b,food,0.63,맛집|카페|추천
1f9d536ea30d3645,food,0.88,맛집|저녁|웨이팅|방문
895c2df82c549611,food,0.75,맛집|고기|방문|후기
895c2df82c549611,domestic_travel,0.25,방문|후기
7a18022ba1147811,food,0.38,맛집|추천
651be9717248abb2,food,0.50,맛집|점심
afb02716244a4353,food,0.25,맛집
651822a396cb8db0,food,0.50,맛집|카페
651822a396cb8db0,domestic_travel,0.25,해변
d91614b7ff328697,food,0.50,맛집|식당
cdfc2ca013bf8899,food,0.38,맛집|후기
c6ac7f50471e4e60,food,0.75,맛집|메뉴|추천|후기
c6ac7f50471e4e60,domestic_travel,0.25,추천|후기
f455e446491e9c29,food,0.75,맛집|술집|추천|후기
f455e446491e9c29,domestic_travel,0.25,추천|후기
c9f82a2430eb40e9,food,0.88,맛집|카페|브런치|추천
533ebbe42b30e7d1,food,0.38,맛집|핫플
533ebbe42b30e7d1,domestic_travel,0.38,가볼만한곳|핫플
f94ae453e99a4df0,food,0.25,맛집
f85b0afcb34e2195,food,0.25,맛집
f4ab4e94fd25361a,food,0.25,맛집
acfc955d601e64dd,food,0.88,맛집|메뉴|고기|추천
1d9f0467f66e70a2,food,0.75,맛집|식당|웨이팅
0887f1c8e96de26b,food,0.50,맛집|웨이팅
9c4ee372f9cd0f67,food,0.25,맛집
d6fe0538abc21d22,food,0.50,맛집|메뉴
f824b491030e67cd,food,0.38,맛집|후기
01b355bd000b7ee0,food,0.63,맛집|식당|방문
3f5b11b9644ce130,food,0.38,맛집|방문
7a125dfdd2c2b14a,food,0.75,맛집|카페|추천|핫플
7a125dfdd2c2b14a,domestic_travel,0.50,나들이|추천|핫플
fb9a4b1217803e76,food,0.50,맛집|추천|후기
fb9a4b1217803e76,domestic_travel,0.25,추천|후기
c5ab2f89c3e4d00e,food,0.25,맛집
a2a6d0842ae6d852,food,0.38,맛집|추천
1ac8a18e2054489c,food,0.38,맛집|데이트
ee047dea115d2f9a,food,0.63,맛집|술집|추천
b70a3d66d7b29403,food,0.38,맛집|추천
b70a3d66d7b29403,domestic_travel,0.63,가볼만한곳|숙소|추천
b49fc073a36edacb,food,0.38,맛집|추천
67aba52b9fa24f95,food,0.63,맛집|점심|후기
a2bb7581ca781f4b,food,0.88,맛집|카페|디저트|추천
65860efd77d19a5e,food,0.50,맛집|메뉴
807af95f75e8f2fb,food,0.25,맛집
807af95f75e8f2fb,domestic_travel,0.25,바다
8b03a381b0119a3b,food,0.50,맛집|고기
6c9551a1dcf0823a,food,0.63,맛집|디저트|추천
6c9551a1dcf0823a,domestic_travel,0.38,해변|추천
bfd2965737609a97,food,0.25,맛집
74e0956db547e868,food,0.63,맛집|밥집|추천
e86c8499c5af7dac,food,0.25,맛집
5cbc6b18b6486ed4,food,0.88,맛집|점심|저녁|추천
49911392729bdbdb,food,0.25,맛집
a831d0f560fd9d10,food,0.50,맛집|추천|데이트
a831d0f560fd9d10,domestic_travel,0.25,추천|데이트
765ba3ca85e8f6d3,food,0.88,맛집|점심|방문|추천|후기
765ba3ca85e8f6d3,domestic_travel,0.38,방문|추천|후기
24efab41a052fd48,food,1.00,맛집|메뉴|웨이팅|방문|추천
24efab41a052fd48,domestic_travel,0.25,방문|추천
b2592d9c0ecfcfcb,food,0.38,맛집|추천
a6d56378f6db15b3,food,0.25,맛집
da17904fe70a92a8,food,0.38,맛집|추천
b741b52393ade9e1,food,0.50,맛집|점심
2cf8c72c2c1c572e,food,0.63,맛집|고기|후기
c04df33bec98c999,food,0.50,맛집|방문|후기
c04df33bec98c999,domestic_travel,0.25,방문|후기
f42c02ba0fa897a9,food,0.50,맛집|저녁
37cd18a5f5a034cc,food,0.50,맛집|고기
64f5b8bbc8c07c38,food,0.63,맛집|메뉴|후기
fda2d14bef0dc8cf,food,0.63,맛집|카페|방문
f74c03d7357b6035,food,0.25,맛집
99cb154bdd4d14d6,food,0.50,맛집|고기
ea9816b9bb684b17,food,0.38,맛집|후기
05256edbb281b46d,food,0.88,맛집|고기|웨이팅|후기
7950ec0accff79fc,food,0.88,맛집|카페|내돈내산|핫플
289de22990435d5d,food,0.50,맛집|고기
df0da886fb058166,food,0.63,맛집|카페|후기
775ec161ac520f2b,food,0.25,맛집
81dc22849fd5b4cf,food,0.75,맛집|메뉴|파스타
d96081c40e0f1d08,food,0.75,맛집|점심|웨이팅
d96081c40e0f1d08,domestic_travel,0.25,당일치기
54e481fecde9963f,food,0.75,맛집|카페|디저트
20f7b794a6e6bc8f,food,0.25,맛집
12b0fa6f96f9ee35,food,0.50,맛집|디저트
8bf98d5010e3715e,food,0.50,맛집|고기
f8fe4c61e585963d,food,0.50,맛집|고기
308546689d2d9d1a,food,0.75,맛집|카페|디저트
f8995c73fdd53109,food,0.75,맛집|식당|고기
90bb7b238c0ae5d1,food,0.88,맛집|고기|방문|후기|데이트
90bb7b238c0ae5d1,domestic_travel,0.38,방문|후기|데이트
37035bf125407b12,food,0.25,맛집
5868f4602f2ac234,food,0.25,맛집
f536cae877485af2,food,0.38,맛집|후기
ce917705256d153e,food,0.38,맛집|후기
40bba2d08cdb0422,food,1.00,맛집|저녁|카페|디저트
75459394809623af,food,0.25,맛집
8b331adbbe78fae7,food,0.38,맛집|후기
691b55d32948c2ad,food,0.25,맛집
8fa988cc1317d0b9,food,0.75,맛집|저녁|카페
8fa988cc1317d0b9,domestic_travel,0.25,바다
46017fa98290e565,food,0.63,맛집|카페|추천
46017fa98290e565,domestic_travel,0.63,가볼만한곳|나들이|추천
3798c2cd16a221e0,food,0.50,맛집|식당
4ccfe26314babb32,food,0.88,맛집|카페|디저트|추천
f26456301c6ccd28,food,0.63,맛집|메뉴|후기
2c5bf2776bbcdfe4,food,0.50,맛집|카페
2c5bf2776bbcdfe4,domestic_travel,0.50,시장|명소
47c45f33f696a78e,food,0.63,맛집|웨이팅|후기
d8ea31207b5f6e07,food,0.50,맛집|라멘
d97e02d2977c7c01,food,0.38,맛집|방문
f2fc2ca639d8d3d3,food,0.25,맛집
d785e8f33774c533,food,0.38,맛집|방문
a776ba99a42935f0,food,0.38,맛집|방문
6684236354d97047,food,0.50,맛집|웨이팅
8001f85799def08b,food,0.75,맛집|내돈내산|밥집
8001f85799def08b,domestic_travel,0.25,가볼만한곳
7a108f75d8c48d38,food,0.25,맛집
af03a303c493a987,food,0.50,맛집|고기
a32cc51de06c89c1,food,0.25,맛집
f9624a7597b9cc5b,food,0.25,맛집
0bb87c1e6170634f,food,0.50,맛집|카페
795cbf6b1995e7aa,food,0.75,맛집|점심|라멘
2c827831f9fc890b,food,0.63,맛집|고기|추천
4d7eb76c7cb583a8,food,0.75,맛집|메뉴|고기
cb61d975e4448af9,food,0.25,맛집
b9bb8029e070e274,food,0.75,맛집|고기|방문|후기
b9bb8029e070e274,domestic_travel,0.25,방문|후기
28f86309b139511f,food,0.88,맛집|메뉴|점심|방문
1bf887fa3d71b011,food,0.25,맛집
1bf887fa3d71b011,domestic_travel,0.25,시장
8664370e849a312c,food,0.50,맛집|메뉴
ac1dc0cdef2a0eb7,food,0.75,맛집|메뉴|추천|후기
ac1dc0cdef2a0eb7,domestic_travel,0.25,추천|후기
cc4d45ea162995b8,food,0.75,맛집|카페|디저트
1de249a4944c4cb9,food,0.25,맛집
752b05f58a3fd082,food,0.50,맛집|카페
33c60c4769e1ec93,food,0.63,맛집|점심|방문
28d8d0a2ac5e4ae8,food,0.25,맛집
fe8fb77f4ad467f7,food,0.25,맛집
e8325497b4c23d31,food,0.75,맛집|카페|디저트
e8325497b4c23d31,domestic_travel,0.25,당일치기
a755530f470bc7f0,food,0.63,맛집|술집|추천
f36660073be5ed92,food,0.25,맛집
b7ca0d20b3dc74ab,food,0.75,맛집|웨이팅|방문|후기
b7ca0d20b3dc74ab,domestic_travel,0.50,나들이|방문|후기
b8c6c11e722b9a01,food,0.50,맛집|메뉴
ffd9f13fe3eb94d9,food,0.50,맛집|후기|데이트
ffd9f13fe3eb94d9,domestic_travel,0.25,후기|데이트
07b61e83b2043a91,food,0.25,맛집
6ecd2ab48ff15c00,food,0.50,맛집|추천|데이트
6ecd2ab48ff15c00,domestic_travel,0.50,가볼만한곳|추천|데이트
d535b5e89723da01,food,0.88,맛집|점심|카페|방문
c67528003af76c59,food,0.50,맛집|방문|추천
c67528003af76c59,domestic_travel,0.25,방문|추천
ad102ad9649742f1,food,0.25,맛집
7e21fcb16f975249,food,0.75,맛집|메뉴|고기
31cca2484dcb6334,food,0.50,맛집|메뉴
46fa417e355dff73,food,0.25,맛집
0166a3c9c3e615ac,food,1.00,맛집|카페|내돈내산|추천|후기
0166a3c9c3e615ac,domestic_travel,0.25,추천|후기
30a6e7000e7b065a,food,0.25,맛집
77d898d7c178a947,food,0.25,맛집
763bca266629e79f,food,1.00,맛집|카페|디저트|추천|후기|데이트
763bca266629e79f,domestic_travel,0.63,가볼만한곳|추천|후기|데이트
f1160ceaee0e02ab,food,0.63,맛집|웨이팅|방문
348dd3991968d704,food,0.38,맛집|추천
6f83b64da33baca4,food,0.63,맛집|웨이팅|후기
ac9cf5bf3f95e4be,food,0.38,맛집|방문
