rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
732,food,인천,구송도 맛집 부모님 생각나는 보양식 돌솥해물,restaurant,1,인천 구송도 맛집 부모님 생각나는 보양식 돌솥해물누룽지탕,https://blog.naver.com/eve0032/224301904694
733,food,인천,구송도 맛집 송도돌솥해물누룽지탕 점심 을 드,restaurant,1,인천 구송도 맛집 부모님 생각나는 보양식 돌솥해물누룽지탕,https://blog.naver.com/eve0032/224301904694
734,food,강남,구워주는,candidate,1,역삼동 맛집 고기집 라비옥 강남 구워주는 고깃집 LA갈비 전문점,https://blog.naver.com/sunone018/224301904082
735,food,강남,구워주는 고깃집 LA갈비 전문점 라비옥 역삼,candidate,1,역삼동 맛집 고기집 라비옥 강남 구워주는 고깃집 LA갈비 전문점,https://blog.naver.com/sunone018/224301904082
736,food,인천,구월동,candidate,1,#인천 구월동 설렁탕 맛집 설농가,https://blog.naver.com/pedagogic/224301785702
737,domestic_travel,인천,구월동,candidate,1,#인천 구월동 설렁탕 맛집 설농가,https://blog.naver.com/pedagogic/224301785702
738,food,인천,구월동 샤브샤브 청첩장 모임 식당,restaurant,1,"구월동 샤브샤브, 청첩장 모임 식당으로 제격인 곳 다녀왔어요!",https://blog.naver.com/bwd22/224281065275
739,domestic_travel,인천,구월동 샤브샤브 청첩장 모임 식당,restaurant,1,"구월동 샤브샤브, 청첩장 모임 식당으로 제격인 곳 다녀왔어요!",https://blog.naver.com/bwd22/224281065275
740,food,인천,구월동 설렁탕 맛집 설농가 내돈내산 솔직 후,restaurant,1,#인천 구월동 설렁탕 맛집 설농가,https://blog.naver.com/pedagogic/224301785702
741,domestic_travel,인천,구월동 설렁탕 맛집 설농가 내돈내산 솔직 후,restaurant,1,#인천 구월동 설렁탕 맛집 설농가,https://blog.naver.com/pedagogic/224301785702
742,food,인천,구월동에 위치해 있어 접근성이 좋습니다 주변,candidate,1,센트럴왁싱 구월동점 구월동브라질리언왁싱...,https://blog.naver.com/hapyung96/224301924407
743,food,대구,구지점 I 낙동강 뷰 단호박케이크 맛집,restaurant,1,구지점 I 낙동강 뷰 단호박케이크 맛집 I 대구근교드라이브,https://blog.naver.com/moleveve/224301825678
744,domestic_travel,대구,구지점 I 낙동강 뷰 단호박케이크 맛집,restaurant,1,구지점 I 낙동강 뷰 단호박케이크 맛집 I 대구근교드라이브,https://blog.naver.com/moleveve/224301825678
745,food,강남,구청역점,candidate,1,점심 밥집 고기가득덮밥 강남구청역점 강남 혼밥 애견동반 맛집,https://blog.naver.com/azzossi_/224301787233
746,food,강남,구황작물빵,candidate,1,송도 맛집 /송도훠궈/구황작물빵/강남면옥 갈비찜/키캡인형뽑기...,https://blog.naver.com/oycd1328/224301743352
747,food,광주,국가 AI 데이터센터와 팩토리X 서울 자체,candidate,1,[시장정리] 2026년 5월29일 오늘의 급등주는?,https://blog.naver.com/seanhong99/224301524055
748,domestic_travel,광주,국가 AI 데이터센터와 팩토리X 서울 자체,candidate,1,[시장정리] 2026년 5월29일 오늘의 급등주는?,https://blog.naver.com/seanhong99/224301524055
749,domestic_travel,성수,국내 리조트,travel_spot,1,인천 송도 인스파이어 리조트 프로모션 빅 특가 스플래시 베이...,https://blog.naver.com/rud_gml/224301267430
750,domestic_travel,인천,국내 리조트,travel_spot,1,인천 송도 인스파이어 리조트 프로모션 빅 특가 스플래시 베이...,https://blog.naver.com/rud_gml/224301267430
751,domestic_travel,부산,국내 유일 고래 전문 박물관,attraction,1,2026 장생포 수국 페스티벌 완벽 정리|일정·무료입장...,https://blog.naver.com/haehyun_525/224301615170
752,domestic_travel,제주,국내꽃축제,attraction,1,굳이 멀리 안 가도 된다… 6월 초여름 국내 꽃길 여행 지 BEST5,https://blog.naver.com/grt0809/224300642999
753,food,부산,국내신흥여행지,candidate,1,국내신흥여행지 부산가볼만한곳 동래온천 온천장을 아시나요?,https://blog.naver.com/bintorynim/224301819331
754,domestic_travel,부산,국내신흥여행지,candidate,1,국내신흥여행지 부산가볼만한곳 동래온천 온천장을 아시나요?,https://blog.naver.com/bintorynim/224301819331
755,food,인천,국내호텔,travel_spot,1,"[인천 영종도] 최고의 호캉스, 아이들과 가도 좋을 인천...",https://blog.naver.com/godjw486/224301703422
756,domestic_travel,인천,국내호텔,travel_spot,1,"[인천 영종도] 최고의 호캉스, 아이들과 가도 좋을 인천...",https://blog.naver.com/godjw486/224301703422
757,domestic_travel,경주,국립경주박물관,attraction,1,"경주 여름 여행 일기 _ 고요하고 아름다운 곳, 혼행러에게 추천 ...",https://blog.naver.com/iancolorlab/224301239006
758,food,인천,국립세계문자박물관,attraction,1,아이와 인천 여행 3시간 코스|송도 국립세계문자박물관...,https://blog.naver.com/bepresentdaily/224296080741
759,domestic_travel,인천,국립세계문자박물관,attraction,1,아이와 인천 여행 3시간 코스|송도 국립세계문자박물관...,https://blog.naver.com/bepresentdaily/224296080741
760,food,인천,국립인천해양박물관,attraction,1,"광명-인천(월미도, 차이나타운, 송도)여행",https://blog.naver.com/realbonny83/224301923669
761,domestic_travel,대전,국립중앙과학관 구경 후 대청호 장미축제가 오,attraction,1,대청호 장미축제는 지금 장미꽃들이 만개 중♡,https://blog.naver.com/angel79satan/224301819560
762,food,종로,국립현대미술관,attraction,1,"미술관 전시 감상 후 삼청동을 거닐다 찾은 맛집 , 삼청동 수제비",https://blog.naver.com/designerkim/224300480858
763,food,대구,국물의,candidate,1,남천동 맛집 남천명가 깊고 시원한 국물의 대구탕 전문점...,https://blog.naver.com/s6215565/224301882165
764,food,대구,국수 다녀와봄 요즘 인스타에 엄청 뜨는 서문시장,travel_spot,1,대구 서문시장 블루리본 합천할매손칼국수 다녀와봄,https://blog.naver.com/enjoy_it_/224301948086
765,domestic_travel,대구,국수 다녀와봄 요즘 인스타에 엄청 뜨는 서문시장,travel_spot,1,대구 서문시장 블루리본 합천할매손칼국수 다녀와봄,https://blog.naver.com/enjoy_it_/224301948086
766,food,대구,군위,candidate,1,경북 군위 대구 근교 가족 나들이 스틸301 카페 & 플레이파크...,https://blog.naver.com/azxc12122/224301884390
767,domestic_travel,대구,군위,candidate,1,경북 군위 대구 근교 가족 나들이 스틸301 카페 & 플레이파크...,https://blog.naver.com/azxc12122/224301884390
768,food,인천,군자&잠실,candidate,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
769,domestic_travel,인천,군자&잠실,candidate,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
770,domestic_travel,경주,귀가 당일치기 라면 감포의 간판 없는,candidate,1,전현무계획 시즌3 11회 경주 맛집,https://blog.naver.com/letsfindout_hub/224299626301
771,domestic_travel,부산,그냥 오랜만에 당일치기 여행 스타트,candidate,1,26년 5월 일상 (feat. 홍콩&마카오 여행 / 애견 동반 제주도 여행...,https://blog.naver.com/rlatmddust/224301853339
772,domestic_travel,강릉,그래서 그냥 바로 바다 보러 안목 해변,restaurant,1,눈물 콧물 행복 가득했던 생일 기념 강릉 여행,https://blog.naver.com/sarah980411/224301958317
773,food,부산,그랜드,candidate,1,호텔 윈덤 그랜드 부산 이진 (Wyndham Grand Busan Ijin)...,https://blog.naver.com/gotrip2001/224301839034
774,domestic_travel,부산,그랜드,candidate,1,호텔 윈덤 그랜드 부산 이진 (Wyndham Grand Busan Ijin)...,https://blog.naver.com/gotrip2001/224301839034
775,domestic_travel,가평,그러다 북한강 바로 옆에 있는 키즈 특화 호텔,restaurant,1,서울근교 여행 가평 고고다이노 키즈호텔 특가 예약(테마룸...,https://blog.naver.com/shy0917cjh/224300583214
776,food,대전,그수육집칼국수,candidate,1,대전 1984 그수육집칼국수 대전법원시청점 리얼 맛 후기!,https://blog.naver.com/sun00m/224301765137
777,domestic_travel,부산,근교 가볼만한 곳으로도 이동 부담이 적어서,candidate,1,대교 근교 가볼만한 곳 청도 글램핑 카라반 수영장이 있는 숙소...,https://blog.naver.com/shseo02144/224301208406
778,domestic_travel,대구,근교 가볼만한곳 찾는 가족 단위 여행객이나,candidate,1,대교 근교 가볼만한 곳 청도 글램핑 카라반 수영장이 있는 숙소...,https://blog.naver.com/shseo02144/224301208406
779,domestic_travel,부산,근교 경남 밀양 금계국 명소,candidate,1,"부산 근교 경남 밀양 금계국 명소｜위치, 주차, 개화 상태까지...",https://blog.naver.com/tjddms7721/224301818228
780,food,대전,근교 당일치기 여행 지 TOP 5 아이와주말,candidate,1,"집에 가기 싫다고 울었던 대전 근교 당일치기 여행 지 TOP 5 """,https://blog.naver.com/key11145/224300777297
781,domestic_travel,대전,근교 당일치기 여행 지 TOP 5 아이와주말,candidate,1,"집에 가기 싫다고 울었던 대전 근교 당일치기 여행 지 TOP 5 """,https://blog.naver.com/key11145/224300777297
782,domestic_travel,대구,근교 당일치기 장소 찾는 분들한테 완전,candidate,1,대구근교 당일치기 몸만 가도 되는 옐로우레빗츠 감성 바베큐...,https://blog.naver.com/pjh23257/224301598905
783,domestic_travel,광주,근교 드라이브 가볼 만한 곳 고창 청농원 라,candidate,1,광주 근교 드라이브 가볼 만한 곳 고창 청농원 라벤더 축제 주차...,https://blog.naver.com/jgh1318/224301459680
784,domestic_travel,대구,근교 무료 노지캠핑 취사 가능 분,candidate,1,고령 신촌유원지 캠핑장 후기 대구 근교 무료 노지캠핑 취사 가능,https://blog.naver.com/leafhaus/224301648867
785,domestic_travel,대전,근교 바다 여행 충남 서천 해수욕장 + 공원,restaurant,1,아이와 대전 근교 바다 여행 ! 충남 서천 해수욕장 + 공원 피크닉...,https://blog.naver.com/my_prayer_s2/224301723956
786,domestic_travel,대전,근교 여행 가족펜션으로 제격 본채까지 갈 필,travel_spot,1,금산 숙소 스테이로이 대전 근교 여행 가족펜션으로 제격,https://blog.naver.com/lasmujeres/224301934702
787,food,부산,근교 여행 보랏빛 오션뷰 + 차박 + 기장,candidate,1,[6월 부산 근교 여행] 보랏빛 오션뷰 + 차박 + 기장 미식까지...,https://blog.naver.com/information-store/224301780618
788,domestic_travel,부산,근교 여행 보랏빛 오션뷰 + 차박 + 기장,candidate,1,[6월 부산 근교 여행] 보랏빛 오션뷰 + 차박 + 기장 미식까지...,https://blog.naver.com/information-store/224301780618
789,domestic_travel,광주,근교 차박 노지 캠핑 명소 베스트 10 총정,candidate,1,전남 광주 근교 차박 노지 캠핑 명소 베스트 10 총정리 화장실...,https://blog.naver.com/pias6642/224301442585
790,domestic_travel,광주,근교 촌캉스 담양 다경하녹 전라도 촌캉스 솔,candidate,1,광주 근교 촌캉스 담양 다경하녹 전라도 촌캉스 솔직후기,https://blog.naver.com/hotna_o/224301481562
791,domestic_travel,광주,근교 촌캉스 담양읍에서 멀리 떨어지지 않아,candidate,1,광주 근교 촌캉스 담양 다경하녹 전라도 촌캉스 솔직후기,https://blog.naver.com/hotna_o/224301481562
792,food,대구,근교 힐링 여행 부모님과 가기 좋은 현풍 비,candidate,1,"대구 근교 힐링 여행, 부모님과 가기 좋은 현풍 ‘비슬산 참숯굴...",https://blog.naver.com/pure5038/224301810462
793,domestic_travel,대구,근교 힐링 여행 부모님과 가기 좋은 현풍 비,candidate,1,"대구 근교 힐링 여행, 부모님과 가기 좋은 현풍 ‘비슬산 참숯굴...",https://blog.naver.com/pure5038/224301810462
794,domestic_travel,대구,근교 ATV 서바이벌 여기서 꼭 경험해야 할,restaurant,1,"대구 근교 ATV 서바이벌, 여기서 꼭 경험해야 할 3가지",https://blog.naver.com/cjdjjang3/224301294343
795,domestic_travel,대전,근교라서 주변에 가볼만한곳 도 많고 여행의,candidate,1,금산 숙소 스테이로이 대전 근교 여행 가족펜션으로 제격,https://blog.naver.com/lasmujeres/224301934702
796,food,대구,근교로 나들이 갈 만한 곳을 찾다가 완전 취,candidate,1,대구대형카페 근교 베이커리 맛집 슬로우벗베럴 대구점...,https://blog.naver.com/mallanglab/224301952254
797,domestic_travel,대구,근교로 나들이 갈 만한 곳을 찾다가 완전 취,candidate,1,대구대형카페 근교 베이커리 맛집 슬로우벗베럴 대구점...,https://blog.naver.com/mallanglab/224301952254
798,domestic_travel,대전,근교로 떠나는 힐링 여행 계획하기 알려드린,candidate,1,대전근교가볼만한곳 힐링 여행 코스 추천,https://blog.naver.com/thdus347/224299966073
799,domestic_travel,광주,근교로 이색적인 나들이를 계획하고 계신 분들,candidate,1,"전남 아이와 가볼만한곳 , 국내 최초 함평양서파충류생태공원...",https://blog.naver.com/unapig/224301527746
800,food,강남,근처,candidate,1,‘커피볶는곰’|롯데백화점강남 근처 원두 맛집 추천,https://blog.naver.com/dailyarchivelab/224301846672
801,food,대구,근처,candidate,1,[카페 탄] 팔공산 근처 대구 수플레팬케이크 맛집 카페...,https://blog.naver.com/happydd-/224301884221
802,domestic_travel,대구,근처,candidate,1,[카페 탄] 팔공산 근처 대구 수플레팬케이크 맛집 카페...,https://blog.naver.com/happydd-/224301884221
803,food,제주,근처,candidate,1,제주공항 근처 제주시 소품샵 메르시 방문 정보와 추천 상품 안내,https://blog.naver.com/complexd8/224301847546
804,domestic_travel,제주,근처,candidate,1,제주공항 근처 제주시 소품샵 메르시 방문 정보와 추천 상품 안내,https://blog.naver.com/complexd8/224301847546
805,food,인천,근처에 배달되는 곳도 별로 없어서 그냥 호텔,travel_spot,1,[영종도 호텔] 인천 5성급 호텔 네스트호텔 숙박 후기(스탠다드...,https://blog.naver.com/99leehy/224301517976
